Referentie;Thema;Categorie;Aanvrager Naam;Adres;Postcode;Plaats lokatie;Provincie;Power [MW];Available production per year [MWh];Lifespan [jr.];Maximale subsidie [€];Opstelling Zon-pv;;
SDE1923539;Zon;2019 Zon-PV >= 1 MWp daksystemen;Van Noordenne Wapeningsstaal;Rivierdijk 422a;3372BV;HARDINXVELD-GIESSENDAM;Zuid-Holland;1,75; 1.666 ;15; 1.624.643 ; Daksysteem ;;
SDE1923549;Zon;2019 Zon-PV >= 1 MWp daksystemen;Sun Invest 3 B.V.;Schielands Hoge Zeedijk 35;2802RC;GOUDA;Zuid-Holland;2,30; 2.185 ;15; 2.130.375 ; Daksysteem ;;
SDE1923551;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE DHC Maastricht (Grote Staat H) B.V.;Grote Staat 16;6211CW;MAASTRICHT;Limburg; 0,07 ; 70 ;15; 65.716 ; Daksysteem ;;
SDE1923560;Wind op land;2019 Wind op land;***;***;3421**;OUDEWATER;Utrecht; 0,03 ; 51 ;15; 29.835 ; n.v.t. ;;
SDE1923567;Wind op land;2019 Wind op land;Windpark Hondtocht 3 B.V.;Windplan Groen - HTZ noord;-;DRONTEN;Flevoland; 11,20 ; 44.644 ;15; 26.116.740 ; n.v.t. ;;
SDE1923569;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Swanenberg Vastgoed Beleggingen B.V.;Spurkt 1;5804AR;VENRAY;Limburg; 0,93 ; 887 ;15; 865.118 ; Daksysteem ;;
SDE1923576;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;7434**;LETTELE;Overijssel; 0,05 ; 51 ;15; 49.439 ; Daksysteem ;;
SDE1923606;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;App Nobel B.V.;Nobelweg 1;5482NN;SCHIJNDEL;Noord-Brabant; 0,26 ; 246 ;15; 240.159 ; Daksysteem ;;
SDE1923632;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Postnl Real Estate B.V.;Australiehavenweg 100;1046BP;AMSTERDAM;Noord-Holland; 0,61 ; 579 ;15; 555.408 ; Daksysteem ;;
SDE1923642;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Rivierenland, Waterschap;Molensteeg 4;4267EZ;DRONGELEN;Noord-Brabant; 2,38 ; 2.257 ;15; 2.133.054 ; Veldsysteem ;;
SDE1923645;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Saba Vastgoed B.V.;Meniststraat 7;7091ZZ;DINXPERLO;Gelderland; 0,15 ; 144 ;15; 140.049 ; Daksysteem ;;
SDE1923648;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;'Interlevensbeschouwelijke Stichting voor Zorg ten behoeve van Mensen Met Een Handicap ASVZ' (Algemene Stichting voor Zorg- en Diens;Schoorstraat 4;5071RA;UDENHOUT;Noord-Brabant; 0,05 ; 44 ;15; 42.163 ; Daksysteem ;;
SDE1923649;Zon;2019 Zon-PV >= 1 MWp daksystemen;SVE Group B.V.;Rapenburg 1a;2952AP;ALBLASSERDAM;Zuid-Holland;16,25; 15.440 ;15; 15.054.058 ; Daksysteem ;;
SDE1923653;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Struijk Sloop en Grondwerken B.V.;Noord 77;2931SJ;KRIMPEN AAN DE LEK;Zuid-Holland;0,09; 81 ;15; 78.927 ; Daksysteem ;;
SDE1923687;Geothermie warmte;2019 Geothermie diepte >= 500 m (HW);Energie Transitie Partners B.V.;Kralingerpolder;-;SCHIPLUIDEN;Zuid-Holland; 29,50 ; 177.000 ;15; 103.545.000 ; n.v.t. ;;
SDE1923702;Wind op land;2019 Wind op land;***;***;9981**;UITHUIZEN;Groningen; 0,03 ; 80 ;15; 34.800 ; n.v.t. ;;
SDE1923759;Wind op land;2019 Wind op land;***;***;9648**;WILDERVANK;Groningen; 0,02 ; 24 ;15; 14.040 ; n.v.t. ;;
SDE1923765;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;8536**;OOSTERZEE;Friesland; 0,08 ; 79 ;15; 69.030 ; Daksysteem ;;
SDE1923778;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;8919**;LEEUWARDEN;Friesland; 0,03 ; 29 ;15; 27.788 ; Daksysteem ;;
SDE1923787;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE Dret Custodian I B.V.;Hoogstraat 185;3011PM;ROTTERDAM;Zuid-Holland;0,86; 812 ;15; 767.577 ; Daksysteem ;;
SDE1923798;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;1704**;HEERHUGOWAARD;Noord-Holland; 0,25 ; 238 ;15; 228.000 ; Daksysteem ;;
SDE1923801;Wind op land;2019 Wind op land;***;***;9843**;GRIJPSKERK;Groningen; 0,02 ; 33 ;15; 16.335 ; n.v.t. ;;
SDE1923814;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Sagro Holding Zeeland B.V.;Autrichehavenweg 1;4554MB;WESTDORPE;Zeeland; 0,10 ; 95 ;15; 92.625 ; Daksysteem ;;
SDE1923838;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;IVH Energy B.V.;Heringaweg 6;2031BW;HAARLEM;Noord-Holland; 1,00 ; 949 ;15; 925.324 ; Daksysteem ;;
SDE1923867;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Stichting ASVZ;Abbenbroekweg 111;3086GA;ROTTERDAM;Zuid-Holland;0,05; 44 ;15; 42.163 ; Daksysteem ;;
SDE1923870;Wind op land;2019 Wind op land;Windpark Flevo Ventum B.V.;FV3;-;DRONTEN;Flevoland; 5,60 ; 22.770 ;15; 13.320.450 ; n.v.t. ;;
SDE1923880;Wind op land;2019 Wind op land;Eneco Wind B.V.;Ritthemsestraat 497havennr 1125;4389PA;VLISSINGEN;Zeeland; 25,00 ; 60.337 ;15; 35.297.145 ; n.v.t. ;;
SDE1923882;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Perdos B.V.;Edisonweg 18;2952AD;ALBLASSERDAM;Zuid-Holland;0,50; 472 ;15; 453.493 ; Daksysteem ;;
SDE1923885;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;5126**;GILZE;Noord-Brabant; 0,13 ; 119 ;15; 115.782 ; Daksysteem ;;
SDE1923894;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;4927**;HOOGE ZWALUWE;Noord-Brabant; 0,72 ; 684 ;15; 666.900 ; Daksysteem ;;
SDE1923902;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Van Mill Dordrecht B.V.;Mijlweg 31;3316BE;DORDRECHT;Zuid-Holland;0,06; 52 ;15; 50.944 ; Daksysteem ;;
SDE1923917;Zon;2019 Zon-PV >= 1 MWp daksystemen;Sun Invest 3 B.V.;Nijverheidsstraat 22;7461AE;RIJSSEN;Overijssel; 1,30 ; 1.235 ;15; 1.204.125 ; Daksysteem ;;
SDE1923921;Wind op land;2019 Wind op land;Windpark Hanze B.V.;WPH4;-;DRONTEN;Flevoland; 16,80 ; 67.235 ;15; 39.332.475 ; n.v.t. ;;
SDE1923929;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;4841**;PRINSENBEEK;Noord-Brabant; 0,15 ; 139 ;15; 135.233 ; Daksysteem ;;
SDE1923954;Biomassa;2019 Ketel vaste biomassa < 5 MW (HW/E);De Couterman B.V.;Driehoekweg 20;5684LR;BEST;Noord-Brabant; 0,95 ; 2.785 ;12; 1.136.247 ; n.v.t. ;;
SDE1923963;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;I-Team Global B.V.;Flight Forum 3721;5657DX;EINDHOVEN;Noord-Brabant; 0,50 ; 474 ;15; 462.199 ; Daksysteem ;;
SDE1923979;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Rideo B.V.;Minervum 7071-7073;4817ZK;BREDA;Noord-Brabant; 0,05 ; 45 ;15; 44.090 ; Daksysteem ;;
SDE1923980;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Hebi Bedrijfswageninrichting B.V.;Pastoor Daalmansplantsoen 42;2771SH;BOSKOOP;Zuid-Holland;0,07; 63 ;15; 61.355 ; Daksysteem ;;
SDE1923989;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Zonnepark Daarle B.V.;Dalvoordeweg 38a;7688PV;DAARLE;Overijssel; 7,56 ; 7.183 ;15; 6.572.400 ; Veldsysteem ;;
SDE1923990;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Van der Velden Vastgoed B.V.;Industrieweg 2;2712LB;ZOETERMEER;Zuid-Holland;0,14; 131 ;15; 127.842 ; Daksysteem ;;
SDE1923995;Zon;2019 Zon-PV >= 1 MWp daksystemen;Next Level;Gerstdijk 24;5704RG;HELMOND;Noord-Brabant; 2,28 ; 2.166 ;15; 2.111.850 ; Daksysteem ;;
SDE1924007;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Thuylshof Beheer B.V.;Langstraat 133;5801AC;VENRAY;Limburg; 0,50 ; 474 ;15; 455.088 ; Daksysteem ;;
SDE1924023;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Gemeente Hulst;Grote Markt 24;4561EB;HULST;Zeeland; 0,05 ; 46 ;15; 44.460 ; Daksysteem ;;
SDE1924024;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;3256**;ACHTHUIZEN;Zuid-Holland;0,08; 74 ;15; 72.248 ; Daksysteem ;;
SDE1924026;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;5721**;ASTEN;Noord-Brabant; 0,33 ; 314 ;15; 305.663 ; Daksysteem ;;
SDE1924032;Biomassa;2019 Ketel vaste biomassa >= 5 MW staffel (HW/E);De Meerlanden Holding N.V.;Aarbergerweg 41;1435CA;RIJSENHOUT;Noord-Holland; 7,00 ; 31.500 ;12; 13.607.989 ; n.v.t. ;;
SDE1924036;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Nova Orsa B.V.;Rijksweg Oost 127;9611CE;SAPPEMEER;Groningen; 0,87 ; 826 ;15; 792.528 ; Veldsysteem ;;
SDE1924041;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Havenbedrijf Rotterdam N.V.;Albert Plesmanweg 111-113;3088GC;ROTTERDAM;Zuid-Holland;0,11; 105 ;15; 102.814 ; Daksysteem ;;
SDE1924044;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Zonnepark Maatweg B.V.;Zonnepark Maatweg;-;HOOGLAND;Utrecht; 10,00 ; 9.500 ;15; 8.550.000 ; Veldsysteem ;;
SDE1924057;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Talis;Buffelstraat 1;6531RS;NIJMEGEN;Gelderland; 0,10 ; 92 ;15; 89.847 ; Daksysteem ;;
SDE1924076;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;De Goey Kaas Holland Warehouse;Pompmolenlaan 37;3447GK;WOERDEN;Utrecht; 0,45 ; 428 ;15; 416.813 ; Daksysteem ;;
SDE1924081;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE Dret Custodian II B.V.;Bijlmerplein 355;1102DK;AMSTERDAM;Noord-Holland; 0,27 ; 255 ;15; 240.508 ; Daksysteem ;;
SDE1924089;Biomassa;2019 Ketel vaste biomassa < 5 MW (HW/E);Flevo Calla B.V.;H.W. Heinsiusweg 11;1331EH;ALMERE;Flevoland; 0,95 ; 2.850 ;12; 1.162.800 ; n.v.t. ;;
SDE1924090;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;***;***;1474**;OOSTHUIZEN;Noord-Holland; 2,28 ; 2.169 ;15; 2.049.384 ; Veldsysteem ;;
SDE1924104;Wind op land;2019 Wind op land;Windpark Ansjovisstroom B.V.;AVT1;-;DRONTEN;Flevoland; 28,00 ; 113.328 ;15; 66.296.880 ; n.v.t. ;;
SDE1924108;Zon;2019 Zon-PV >= 1 MWp daksystemen;Hesp Solar B.V.;Groeneweg 59a;4197HE;BUURMALSEN;Gelderland; 1,40 ; 1.330 ;15; 1.276.800 ; Daksysteem ;;
SDE1924109;Zon warmte;2019 Zonthermie >= 140 kW en < 1 MW;Voetbalvereniging Wernhout;Diepstraat 41;4884AA;WERNHOUT;Noord-Brabant; 0,21 ; 147 ;15; 143.803 ; n.v.t. ;;
SDE1924114;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Gemeente Hulst;Grote Markt 21;4561EA;HULST;Zeeland; 0,04 ; 35 ;15; 34.272 ; Daksysteem ;;
SDE1924120;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Havenbedrijf Rotterdam N.V.;Scheepsbouwweg 45;3089JW;ROTTERDAM;Zuid-Holland;0,25; 237 ;15; 231.332 ; Daksysteem ;;
SDE1924129;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;8531**;LEMMER;Friesland; 0,07 ; 64 ;15; 56.070 ; Daksysteem ;;
SDE1924132;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;R & H Beers Vastgoed Beheer B.V.;Middenweg 494;1704BM;HEERHUGOWAARD;Noord-Holland; 0,05 ; 47 ;15; 44.688 ; Daksysteem ;;
SDE1924134;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Leerdam Vastgoed B.V.;Energieweg 8a;4143HK;LEERDAM;Utrecht; 0,27 ; 252 ;15; 245.457 ; Daksysteem ;;
SDE1924140;Zon;2019 Zon-PV >= 1 MWp daksystemen;Havenbedrijf Amsterdam N.V.;Kopraweg 1;1047BP;AMSTERDAM;Noord-Holland; 2,49 ; 2.361 ;15; 2.230.909 ; Daksysteem ;;
SDE1924141;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;5735**;AARLE-RIXTEL;Noord-Brabant; 0,50 ; 474 ;15; 455.088 ; Daksysteem ;;
SDE1924146;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Jaritech Elektro- en Besturingstechniek B.V.;Dirk Verheulweg 12;2742JR;WADDINXVEEN;Zuid-Holland;0,19; 180 ;15; 172.368 ; Daksysteem ;;
SDE1924155;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;De Tollekamp;Dokter Wallerstraat 2;3911ND;RHENEN;Utrecht; 0,09 ; 82 ;15; 80.028 ; Daksysteem ;;
SDE1924158;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;1441**;PURMEREND;Noord-Holland; 0,09 ; 86 ;15; 82.080 ; Daksysteem ;;
SDE1924159;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE Dret Custodian I B.V.;Nieuwstraat 51;8011TM;ZWOLLE;Overijssel; 0,24 ; 228 ;15; 215.191 ; Daksysteem ;;
SDE1924163;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;3812**;AMERSFOORT;Utrecht; 0,40 ; 380 ;15; 359.100 ; Daksysteem ;;
SDE1924167;Wind op land;2019 Wind op land;***;***;9648**;WILDERVANK;Groningen; 0,02 ; 24 ;15; 14.040 ; n.v.t. ;;
SDE1924222;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;R&R Vastgoed B.V.;Rimburgerweg 44;6445PA;BRUNSSUM;Limburg; 0,13 ; 124 ;15; 120.413 ; Daksysteem ;;
SDE1924233;Groen gas;2019 Allesvergisting (HG);Bio Energy Coevorden B.V.;Berlijnse Weg 1;7742NB;COEVORDEN;Drenthe; 3,61 ; 28.847 ;12; 16.962.153 ; n.v.t. ;;
SDE1924241;Wind op land;2019 Wind op land;Olsterwind B.V.;OST-A;-;DRONTEN;Flevoland; 22,40 ; 88.380 ;15; 51.702.300 ; n.v.t. ;;
SDE1924254;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Geova Weihoek B.V.;Zonneweihoek Roosendaal;-;ROOSENDAAL;Noord-Brabant; 6,38 ; 6.058 ;15; 5.724.414 ; Veldsysteem ;;
SDE1924276;Zon warmte;2019 Zonthermie >= 140 kW en < 1 MW;Virbac Nederland B.V.;Hermesweg 15;3771ND;BARNEVELD;Gelderland; 0,48 ; 333 ;15; 324.870 ; n.v.t. ;;
SDE1924278;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;"Vereniging van Eigenaars Flatgebouw ""Lente"" Reijerweg/Hoek Sweelinckstraat te Ridderkerk";Reijerweg 76;2983AT;RIDDERKERK;Zuid-Holland;0,05; 43 ;15; 42.377 ; Daksysteem ;;
SDE1924280;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Havenbedrijf Rotterdam N.V.;Ophemertstraat 56;3089JE;ROTTERDAM;Zuid-Holland;0,08; 79 ;15; 76.854 ; Daksysteem ;;
SDE1924282;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;De Efteling B.V.;Europalaan 1c;5171KW;KAATSHEUVEL;Noord-Brabant; 0,08 ; 76 ;15; 74.100 ; Daksysteem ;;
SDE1924289;Wind op land;2019 Wind op land;Windpark Vires Venti B.V.;VV2;-;DRONTEN;Flevoland; 12,00 ; 36.443 ;15; 21.319.155 ; n.v.t. ;;
SDE1924296;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Stg. tot Opr.&Inst. VN Bej.Nrden&Verz.Tehuiz.;Winterdijk 8;2801SJ;GOUDA;Zuid-Holland;0,24; 226 ;15; 217.056 ; Daksysteem ;;
SDE1924317;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Koenders Metaalwerken B.V.;Enkweg 55;6961GX;EERBEEK;Gelderland; 0,08 ; 74 ;15; 72.248 ; Daksysteem ;;
SDE1924340;Wind op land;2019 Wind op land;***;***;9644**;VEENDAM;Groningen; 0,02 ; 23 ;15; 13.455 ; n.v.t. ;;
SDE1924341;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Technisch Buro Pola Zevenaar B.V.;Hengelder 17;6902PA;ZEVENAAR;Gelderland; 0,19 ; 182 ;15; 177.840 ; Daksysteem ;;
SDE1924342;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;5388**;NISTELRODE;Noord-Brabant; 0,43 ; 407 ;15; 396.435 ; Daksysteem ;;
SDE1924344;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Havenbedrijf Rotterdam N.V.;RDM-kade 59;3089JR;ROTTERDAM;Zuid-Holland;0,06; 62 ;15; 59.976 ; Daksysteem ;;
SDE1924350;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CVT Exploitatie Maatschappij B.V.;Groenstraat 106;5021EN;TILBURG;Noord-Brabant; 0,11 ; 104 ;15; 100.962 ; Daksysteem ;;
SDE1924360;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Hoffland B.V.;Fornheselaan 198;3734GE;DEN DOLDER;Utrecht; 0,08 ; 78 ;15; 74.092 ; Daksysteem ;;
SDE1924363;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Pottendijk Energie B.V.;Energiepark Pottendijk;-;EMMEN;Drenthe; 1,94 ; 1.842 ;15; 1.712.754 ; Veldsysteem ;;
SDE1924376;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Damsteegt Meerkerk Holding B.V.;Duurzaamheidsring 320;4231EX;MEERKERK;Utrecht; 0,19 ; 177 ;15; 172.283 ; Daksysteem ;;
SDE1924381;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE DHC Leeuwarden (Nieuwestad) B.V.;Nieuwestad 126;8911DA;LEEUWARDEN;Friesland; 0,05 ; 52 ;15; 49.018 ; Daksysteem ;;
SDE1924405;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;2631**;NOOTDORP;Zuid-Holland;0,08; 71 ;15; 69.654 ; Daksysteem ;;
SDE1924408;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Zonnig Batendijk B.V.;Berkelland Batendijk;-;BORCULO;Gelderland; 10,83 ; 10.288 ;15; 9.413.109 ; Veldsysteem ;;
SDE1924413;Zon;2019 Zon-PV >= 1 MWp daksystemen;Beheer- en Beleggingsmaatschappij Varsseveld B.V.;Svedexweg 21;7051DN;VARSSEVELD;Gelderland; 2,30 ; 2.185 ;15; 2.130.375 ; Daksysteem ;;
SDE1924419;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Confectie Industrie Verbeek B.V.;Kruisberg 42;6231RK;MEERSSEN;Limburg; 0,24 ; 232 ;15; 219.051 ; Daksysteem ;;
SDE1924422;Zon;2019 Zon-PV >= 1 MWp daksystemen;Ilovezonnepanelen B.V.;Haarlemmerstraatweg 71a;1165MK;HALFWEG;Noord-Holland; 1,38 ; 1.314 ;15; 1.281.004 ; Daksysteem ;;
SDE1924425;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Havenbedrijf Rotterdam N.V.;Directiekade 15;3089JA;ROTTERDAM;Zuid-Holland;0,02; 19 ;15; 18.335 ; Daksysteem ;;
SDE1924426;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Ter Wal Woonzorg B.V.;Polderweg 3a;4664PB;LEPELSTRAAT;Noord-Brabant; 0,02 ; 20 ;15; 19.452 ; Daksysteem ;;
SDE1924431;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;SNL Holding B.V.;Madame Curieweg 10;5482TL;SCHIJNDEL;Noord-Brabant; 0,45 ; 428 ;15; 416.813 ; Daksysteem ;;
SDE1924443;Geothermie warmte;2019 Geothermie diepte >= 500 m (HW);***;***;-;NIEUWEGEIN;Utrecht; 5,20 ; 31.200 ;15; 18.252.000 ; n.v.t. ;;
SDE1924459;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;"Recreatieonderneming ""De Kalkoven"" B.V.";Duinigermeerweg 1a;8356VZ;BLOKZIJL;Overijssel; 0,03 ; 24 ;15; 22.800 ; Daksysteem ;;
SDE1924476;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;De Wit Konstruktiewerk B.V.;Amstelkade 1;3652MD;WOERDENSE VERLAAT;Zuid-Holland;0,18; 166 ;15; 162.094 ; Daksysteem ;;
SDE1924480;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Sagro Holding Zeeland B.V.;Koegorsstraat 17;4538PK;TERNEUZEN;Zeeland; 0,10 ; 99 ;15; 96.330 ; Daksysteem ;;
SDE1924492;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Mega Onroerende Zaken B.V.;Veerweg 4;5145NS;WAALWIJK;Noord-Brabant; 0,50 ; 474 ;15; 462.199 ; Daksysteem ;;
SDE1924506;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;"Onroerend Goed Maatschappij ""De Eendracht"" B.V.";Vlijtseweg 200;7317AN;APELDOORN;Gelderland; 0,50 ; 474 ;15; 462.199 ; Daksysteem ;;
SDE1924507;Wind op land;2019 Wind op land;***;***;9798**;GARMERWOLDE;Groningen; 0,02 ; 28 ;15; 13.712 ; n.v.t. ;;
SDE1924521;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Engie Energie Nederland N.V.;Zonnepark A73 Palkerdijk;-;NIJMEGEN;Gelderland; 1,63 ; 1.552 ;15; 1.466.924 ; Veldsysteem ;;
SDE1924526;Groen gas;2019 Allesvergisting (HG);Sustenso B.V.;Sustenso Boekelermeer;-;ALKMAAR;Noord-Holland; 4,90 ; 39.160 ;12; 23.026.080 ; n.v.t. ;;
SDE1924527;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Pathé Theatres B.V.;Eemplein 2;3812EA;AMERSFOORT;Utrecht; 0,49 ; 467 ;15; 455.715 ; Daksysteem ;;
SDE1924559;Wind op land;2019 Wind op land;Windpark Hanze B.V.;WPH3;-;DRONTEN;Flevoland; 16,80 ; 69.914 ;15; 40.899.690 ; n.v.t. ;;
SDE1924576;Zon;2019 Zon-PV >= 1 MWp daksystemen;Sun Invest 3 B.V.;Schoonmansmolenweg 3;6961EL;HALL;Gelderland; 1,80 ; 1.710 ;15; 1.667.250 ; Daksysteem ;;
SDE1924581;Biomassa;2019 Ketel vaste biomassa < 5 MW (HW/E);Kwekerij Thijs Ottenhof B.V.;Linnaeusweg 3;1331AA;ALMERE;Flevoland; 0,95 ; 2.850 ;12; 1.162.800 ; n.v.t. ;;
SDE1924587;Wind op land;2019 Wind op land;Windpark Oldebroekertocht 3 B.V.;Windplan Groen - OBT-zuid;-;DRONTEN;Flevoland; 5,60 ; 23.048 ;15; 13.483.080 ; n.v.t. ;;
SDE1924599;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Bouw- en Aannemersbedrijf De Wit IJsselstein B.V.;Achthoven-Oost 6;3417PD;MONTFOORT;Utrecht; 0,04 ; 37 ;15; 36.402 ; Daksysteem ;;
SDE1924602;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;'Interlevensbeschouwelijke Stichting voor Zorg ten behoeve van Mensen Met Een Handicap ASVZ' (Algemene Stichting voor Zorg- en Diens;Koningin Emmalaan 84;4141EE;LEERDAM;Utrecht; 0,06 ; 59 ;15; 56.216 ; Daksysteem ;;
SDE1924617;Biomassa;2019 Ketel vaste biomassa < 5 MW (HW/E);Energy Outsourcing Solutions B.V.;Merellaan 107-207;3145ED;MAASSLUIS;Zuid-Holland; 0,52 ; 875 ;12; 357.000 ; n.v.t. ;;
SDE1924628;Zon;2019 Zon-PV >= 1 MWp daksystemen;International Solar B.V.;Elbaweg 10;1044AD;AMSTERDAM;Noord-Holland; 5,70 ; 5.415 ;15; 5.279.625 ; Daksysteem ;;
SDE1924656;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Pylon B.V.;De Poort 9b;5751CN;DEURNE;Noord-Brabant; 0,08 ; 76 ;15; 72.960 ; Daksysteem ;;
SDE1924658;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;3981**;BUNNIK;Utrecht; 0,15 ; 139 ;15; 135.715 ; Daksysteem ;;
SDE1924667;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Stichting ASVZ;De Wildestraat 65;3119PL;SCHIEDAM;Zuid-Holland;0,05; 49 ;15; 47.259 ; Daksysteem ;;
SDE1924675;Wind op land;2019 Wind op land;***;***;3417**;MONTFOORT;Utrecht; 0,02 ; 26 ;15; 15.327 ; n.v.t. ;;
SDE1924681;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Zonnepark Pekela B.V.;Raadhuisweg 11;9665JE;OUDE PEKELA;Groningen; 32,51 ; 30.883 ;15; 28.257.579 ; Veldsysteem ;;
SDE1924686;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Data B. Mailservice B.V.;Kapteynlaan 23;9351VG;LEEK;Groningen; 0,23 ; 215 ;15; 209.852 ; Daksysteem ;;
SDE1924691;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Stichting Zorgcentra Rivierenland;Burgemeester Meslaan 49c;4003CA;TIEL;Gelderland; 0,02 ; 20 ;15; 19.526 ; Daksysteem ;;
SDE1924692;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;4706**;ROOSENDAAL;Noord-Brabant; 0,12 ; 114 ;15; 111.150 ; Daksysteem ;;
SDE1924707;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;5626**;EINDHOVEN;Noord-Brabant; 0,19 ; 182 ;15; 177.655 ; Daksysteem ;;
SDE1924708;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Printable B.V.;Marchandweg 33a;3771MN;BARNEVELD;Gelderland; 0,07 ; 67 ;15; 64.838 ; Daksysteem ;;
SDE1924719;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;A. Pelt Beheer B.V.;Rijshoutweg 1;1505HL;ZAANDAM;Noord-Holland; 0,09 ; 81 ;15; 78.732 ; Daksysteem ;;
